PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Surname,Maiden Name,First Surname,Second Surname,Group
1124,0,3,"Wiklund, Mr. Karl Johan",male,21.0,1,0,3101266,6.4958,,S,Wiklund,,Wiklund,,217
1125,0,3,"Linehan, Mr. Michael",male,,0,0,330971,7.8792,,Q,Linehan,,Linehan,,729
1126,0,1,"Cumings, Mr. John Bradley",male,39.0,1,0,PC 17599,71.2833,C85,C,Cumings,,Cumings,,7
1127,0,3,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,,S,Vendel,,Vendel,,730
1128,0,1,"Warren, Mr. Frank Manley",male,64.0,1,0,110813,75.25,D37,C,Warren,,Warren,,88
1129,0,3,"Baccos, Mr. Raffull",male,20.0,0,0,2679,7.225,,C,Baccos,,Baccos,,731
1130,0,2,"Hiltunen, Miss. Marta",female,18.0,1,1,250650,13.0,,S,Hiltunen,,Hiltunen,,419
1131,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48.0,1,0,PC 17761,106.425,C86,C,Douglas,Dutton,Douglas,,13
1132,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,55.0,0,0,112377,27.7208,,C,Lindstrom,Posse,Lindstrom,,111
1133,1,2,"Christy, Mrs. (Alice Frances)",female,45.0,0,2,237789,30.0,,S,Christy,Frances,Christy,,35
1134,1,1,"Spedden, Mr. Frederic Oakley",male,45.0,1,1,16966,134.5,E34,C,Spedden,,Spedden,,0
1135,1,3,"Hyman, Mr. Abraham",male,,0,0,3470,7.8875,,S,Hyman,,Hyman,,732
1136,0,3,"Johnston, Master. William Arthur Willie""""",male,,1,2,W./C. 6607,23.45,,S,Johnston,,Johnston,,23
1137,0,1,"Kenyon, Mr. Frederick R",male,41.0,1,0,17464,51.8625,D21,S,Kenyon,,Kenyon,,264
1138,0,2,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,0,0,F.C.C. 13534,21.0,,S,Karnes,Bennett,Karnes,,37
1139,0,2,"Drew, Mr. James Vivian",male,42.0,1,1,28220,32.5,,S,Drew,,Drew,,146
1140,1,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1,0,26707,26.0,,S,Hold,Hill,Hold,,159
1141,0,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,,1,0,2660,14.4542,,C,Khalil,Elias,Khalil,,1
1142,1,2,"West, Miss. Barbara J",female,0.92,1,2,C.A. 34651,27.75,,S,West,,West,,149
1143,1,3,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,0,0,SOTON/O2 3101284,7.925,,S,Abrahamsson,,Abrahamsson,,733
1144,0,1,"Clark, Mr. Walter Miller",male,27.0,1,0,13508,136.7792,C89,C,Clark,,Clark,,112
1145,0,3,"Salander, Mr. Karl Johan",male,24.0,0,0,7266,9.325,,S,Salander,,Salander,,734
1146,0,3,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,S,Wenzel,,Wenzel,,735
1147,0,3,"MacKay, Mr. George William",male,,0,0,C.A. 42795,7.55,,S,MacKay,,MacKay,,736
1148,0,3,"Mahon, Mr. John",male,,0,0,AQ/4 3130,7.75,,Q,Mahon,,Mahon,,236
1149,0,3,"Niklasson, Mr. Samuel",male,28.0,0,0,363611,8.05,,S,Niklasson,,Niklasson,,737
1150,1,2,"Bentham, Miss. Lilian W",female,19.0,0,0,28404,13.0,,S,Bentham,,Bentham,,420
1151,1,3,"Midtsjo, Mr. Karl Albert",male,21.0,0,0,345501,7.775,,S,Midtsjo,,Midtsjo,,738
1152,1,3,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,,S,de Messemaeker,,de Messemaeker,,586
1153,0,3,"Nilsson, Mr. August Ferdinand",male,21.0,0,0,350410,7.8542,,S,Nilsson,,Nilsson,,79
1154,1,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",female,29.0,0,2,29103,23.0,,S,Wells,Trevaskis,Wells,,160
1155,0,3,"Klasen, Miss. Gertrud Emilia",female,1.0,1,1,350405,12.1833,,S,Klasen,,Klasen,,73
1156,1,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,C.A. 34644,12.7375,,C,Portaluppi,,Portaluppi,,421
1157,0,3,"Lyntakoff, Mr. Stanko",male,,0,0,349235,7.8958,,S,Lyntakoff,,Lyntakoff,,739
1158,0,1,"Chisholm, Mr. Roderick Robert Crispin",male,,0,0,112051,0.0,,S,Chisholm,,Chisholm,,317
1159,0,3,"Warren, Mr. Charles William",male,,0,0,C.A. 49867,7.55,,S,Warren,,Warren,,740
1160,1,3,"Howard, Miss. May Elizabeth",female,,0,0,A. 2. 39186,8.05,,S,Howard,,Howard,,25
1161,0,3,"Pokrnic, Mr. Mate",male,17.0,0,0,315095,8.6625,,S,Pokrnic,,Pokrnic,,237
1162,0,1,"McCaffry, Mr. Thomas Francis",male,46.0,0,0,13050,75.2417,C6,C,McCaffry,,McCaffry,,132
1163,0,3,"Fox, Mr. Patrick",male,,0,0,368573,7.75,,Q,Fox,,Fox,,741
1164,1,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,1,0,13508,136.7792,C89,C,Clark,McDowell,Clark,,112
1165,0,3,"Lennon, Miss. Mary",female,,1,0,370371,15.5,,Q,Lennon,,Lennon,,451
1166,0,3,"Saade, Mr. Jean Nassr",male,,0,0,2676,7.225,,C,Saade,,Saade,,742
1167,1,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,1,0,236853,26.0,,S,Bryhl,,Bryhl,,388
1168,0,2,"Parker, Mr. Clifford Richard",male,28.0,0,0,SC 14888,10.5,,S,Parker,,Parker,,422
1169,0,2,"Faunthorpe, Mr. Harry",male,40.0,1,0,2926,26.0,,S,Faunthorpe,,Faunthorpe,,136
1170,0,2,"Ware, Mr. John James",male,30.0,1,0,CA 31352,21.0,,S,Ware,,Ware,,60
1171,1,2,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,W./C. 14260,10.5,,S,Oxenham,,Oxenham,,423
1172,0,3,"Oreskovic, Miss. Jelka",female,23.0,0,0,315085,8.6625,,S,Oreskovic,,Oreskovic,,80
1173,0,3,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,,S,Peacock,,Peacock,,197
1174,0,3,"Fleming, Miss. Honora",female,,0,0,364859,7.75,,Q,Fleming,,Fleming,,743
1175,1,3,"Touma, Miss. Maria Youssef",female,9.0,1,1,2650,15.2458,,C,Touma,,Touma,,67
1176,0,3,"Rosblom, Miss. Salli Helena",female,2.0,1,1,370129,20.2125,,S,Rosblom,,Rosblom,,177
1177,0,3,"Dennis, Mr. William",male,36.0,0,0,A/5 21175,7.25,,S,Dennis,,Dennis,,216
1178,0,3,"Franklin, Mr. Charles (Charles Fardon)",male,,0,0,SOTON/O.Q. 3101314,7.25,,S,Franklin,Fardon,Franklin,,199
1179,1,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,21228,82.2667,B45,S,Snyder,,Snyder,,102
1180,0,3,"Mardirosian, Mr. Sarkis",male,,0,0,2655,7.2292,F E46,C,Mardirosian,,Mardirosian,,744
1181,0,3,"Ford, Mr. Arthur",male,,0,0,A/5 1478,8.05,,S,Ford,,Ford,,23
1182,1,1,"Rheims, Mr. George Alexander Lucien",male,,0,0,PC 17607,39.6,,S,Rheims,,Rheims,,318
1183,1,3,"Daly, Miss. Margaret Marcella Maggie""""",female,30.0,0,0,382650,6.95,,Q,Daly,,Daly,,225
1184,0,3,"Nasr, Mr. Mustafa",male,,0,0,2652,7.2292,,C,Nasr,,Nasr,,745
1185,1,1,"Dodge, Dr. Washington",male,53.0,1,1,33638,81.8583,A34,S,Dodge,,Dodge,,116
1186,0,3,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,,S,Wittevrongel,,Wittevrongel,,746
1187,0,3,"Angheloff, Mr. Minko",male,26.0,0,0,349202,7.8958,,S,Angheloff,,Angheloff,,747
1188,1,2,"Laroche, Miss. Louise",female,1.0,1,2,SC/Paris 2123,41.5792,,C,Laroche,,Laroche,,152
1189,0,3,"Samaan, Mr. Hanna",male,,2,0,2662,21.6792,,C,Samaan,,Samaan,,453
1190,0,1,"Loring, Mr. Joseph Holland",male,30.0,0,0,113801,45.5,,S,Loring,,Loring,,319
1191,0,3,"Johansson, Mr. Nils",male,29.0,0,0,347467,7.8542,,S,Johansson,,Johansson,,5
1192,1,3,"Olsson, Mr. Oscar Wilhelm",male,32.0,0,0,347079,7.775,,S,Olsson,,Olsson,,77
1193,0,2,"Malachard, Mr. Noel",male,,0,0,237735,15.0458,D,C,Malachard,,Malachard,,424
1194,0,2,"Phillips, Mr. Escott Robert",male,43.0,0,1,S.O./P.P. 2,21.0,,S,Phillips,,Phillips,,63
1195,0,3,"Pokrnic, Mr. Tome",male,24.0,0,0,315092,8.6625,,S,Pokrnic,,Pokrnic,,237
1196,1,3,"McCarthy, Miss. Catherine Katie""""",female,,0,0,383123,7.75,,Q,McCarthy,,McCarthy,,748
1197,1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64.0,1,1,112901,26.55,B26,S,Crosby,Halstead,Crosby,,52
1198,0,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,1,2,113781,151.55,C22 C26,S,Allison,,Allison,,49
1199,1,3,"Aks, Master. Philip Frank",male,0.83,0,1,392091,9.35,,S,Aks,,Aks,,190
1200,0,1,"Hays, Mr. Charles Melville",male,55.0,1,1,12749,93.5,B69,S,Hays,,Hays,,0
1201,1,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,1,0,350026,14.1083,,S,Hansen,Howard,Hansen,,25
1202,0,3,"Cacic, Mr. Jego Grga",male,18.0,0,0,315091,8.6625,,S,Cacic,,Cacic,,42
1203,1,3,"Vartanian, Mr. David",male,22.0,0,0,2658,7.225,,C,Vartanian,,Vartanian,,749
1204,0,3,"Sadowitz, Mr. Harry",male,,0,0,LP 1588,7.575,,S,Sadowitz,,Sadowitz,,750
1205,0,3,"Carr, Miss. Jeannie",female,37.0,0,0,368364,7.75,,Q,Carr,,Carr,,212
1206,1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,PC 17760,135.6333,C32,C,White,Holmes,White,,14
1207,0,3,"Hagardon, Miss. Kate",female,17.0,0,0,AQ/3. 30631,7.7333,,Q,Hagardon,,Hagardon,,751
1208,0,1,"Spencer, Mr. William Augustus",male,57.0,1,0,PC 17569,146.5208,B78,C,Spencer,,Spencer,,45
1209,0,2,"Rogers, Mr. Reginald Harry",male,19.0,0,0,28004,10.5,,S,Rogers,,Rogers,,59
1210,0,3,"Jonsson, Mr. Nils Hilding",male,27.0,0,0,350408,7.8542,,S,Jonsson,,Jonsson,,227
1211,0,2,"Jefferys, Mr. Ernest Wilfred",male,22.0,2,0,C.A. 31029,31.5,,S,Jefferys,,Jefferys,,36
1212,0,3,"Andersson, Mr. Johan Samuel",male,26.0,0,0,347075,7.775,,S,Andersson,,Andersson,,3
1213,1,3,"Krekorian, Mr. Neshan",male,25.0,0,0,2654,7.2292,F E57,C,Krekorian,,Krekorian,,752
1214,0,2,"Nesson, Mr. Israel",male,26.0,0,0,244368,13.0,F2,S,Nesson,,Nesson,,425
1215,0,1,"Rowe, Mr. Alfred G",male,33.0,0,0,113790,26.55,,S,Rowe,,Rowe,,320
1216,1,1,"Kreuchen, Miss. Emilie",female,39.0,0,0,24160,211.3375,,S,Kreuchen,,Kreuchen,,20
1217,0,3,"Assam, Mr. Ali",male,23.0,0,0,SOTON/O.Q. 3101309,7.05,,S,Assam,,Assam,,753
1218,1,2,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,230136,39.0,F4,S,Becker,,Becker,,157
1219,0,1,"Rosenshine, Mr. George (Mr George Thorne"")""",male,46.0,0,0,PC 17585,79.2,,C,Rosenshine,,Rosenshine,,127
1220,0,2,"Clarke, Mr. Charles Valentine",male,29.0,1,0,2003,26.0,,S,Clarke,,Clarke,,33
1221,0,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,,S,Enander,,Enander,,426
1222,1,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,0,2,C.A. 33112,36.75,,S,Davies,White,Davies,,4
1223,0,1,"Dulles, Mr. William Crothers",male,39.0,0,0,PC 17580,29.7,A18,C,Dulles,,Dulles,,321
1224,0,3,"Thomas, Mr. Tannous",male,,0,0,2684,7.225,,C,Thomas,,Thomas,,44
1225,1,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female,19.0,1,1,2653,15.7417,,C,Nakid,Mowad,Nakid,,200
1226,0,3,"Cor, Mr. Ivan",male,27.0,0,0,349229,7.8958,,S,Cor,,Cor,,82
1227,0,1,"Maguire, Mr. John Edward",male,30.0,0,0,110469,26.0,C106,S,Maguire,,Maguire,,322
1228,0,2,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,244360,13.0,,S,de Brito,,de Brito,,427
1229,0,3,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,,C,Elias,,Elias,,1
1230,0,2,"Denbury, Mr. Herbert",male,25.0,0,0,C.A. 31029,31.5,,S,Denbury,,Denbury,,36
1231,0,3,"Betros, Master. Seman",male,,0,0,2622,7.2292,,C,Betros,,Betros,,218
1232,0,2,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,C.A. 15185,10.5,,S,Fillbrook,,Fillbrook,,428
1233,1,3,"Lundstrom, Mr. Thure Edvin",male,32.0,0,0,350403,7.5792,,S,Lundstrom,,Lundstrom,,754
1234,0,3,"Sage, Mr. John George",male,,1,9,CA. 2343,69.55,,S,Sage,,Sage,,201
1235,1,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58.0,0,1,PC 17755,512.3292,B51 B53 B55,C,Cardeza,Drake,Cardeza,,9
1236,0,3,"van Billiard, Master. James William",male,,1,1,A/5. 851,14.5,,S,van Billiard,,van Billiard,,489
1237,1,3,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,,S,Abelseth,,Abelseth,,232
1238,0,2,"Botsford, Mr. William Hull",male,26.0,0,0,237670,13.0,,S,Botsford,,Botsford,,429
1239,1,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,,C,Whabee,,Whabee,,755
1240,0,2,"Giles, Mr. Ralph",male,24.0,0,0,248726,13.5,,S,Giles,,Giles,,64
1241,1,2,"Walcroft, Miss. Nellie",female,31.0,0,0,F.C.C. 13528,21.0,,S,Walcroft,,Walcroft,,166
1242,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,PC 17759,63.3583,D10 D12,C,Greenfield,Strouse,Greenfield,,113
1243,0,2,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,,S,Stokes,,Stokes,,430
1244,0,2,"Dibden, Mr. William",male,18.0,0,0,S.O.C. 14879,73.5,,S,Dibden,,Dibden,,4
1245,0,2,"Herman, Mr. Samuel",male,49.0,1,2,220845,65.0,,S,Herman,,Herman,,57
1246,1,3,"Dean, Miss. Elizabeth Gladys Millvina""""",female,0.17,1,2,C.A. 2315,20.575,,S,Dean,,Dean,,195
1247,0,1,"Julian, Mr. Henry Forbes",male,50.0,0,0,113044,26.0,E60,S,Julian,,Julian,,323
1248,1,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female,59.0,2,0,11769,51.4792,C101,S,Brown,Lamson,Brown,,8
1249,0,3,"Lockyer, Mr. Edward",male,,0,0,1222,7.8792,,S,Lockyer,,Lockyer,,756
1250,1,3,"O'Keefe, Mr. Patrick",male,,0,0,368402,7.75,,Q,O'Keefe,,O'Keefe,,757
1251,0,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1,0,349910,15.55,,S,Lindell,Persson,Lindell,,22
1252,0,3,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,,S,Sage,,Sage,,201
1253,1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1,1,S.C./PARIS 2079,37.0042,,C,Mallet,Magnin,Mallet,,161
1254,1,2,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,0,0,CA 31352,21.0,,S,Ware,Long,Ware,,60
1255,0,3,"Strilic, Mr. Ivan",male,27.0,0,0,315083,8.6625,,S,Strilic,,Strilic,,758
1256,1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25.0,1,0,11765,55.4417,E50,C,Harder,Annan,Harder,,114
1257,0,3,"Sage, Mrs. John (Annie Bullen)",female,,1,9,CA. 2343,69.55,,S,Sage,Bullen,Sage,,201
1258,0,3,"Caram, Mr. Joseph",male,,1,0,2689,14.4583,,C,Caram,,Caram,,1
1259,0,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female,22.0,0,0,3101295,39.6875,,S,Riihivouri,,Riihivouri,,71
1260,1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45.0,0,1,112378,59.4,,C,Gibson,Boeson,Gibson,,115
1261,1,2,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,SC/PARIS 2147,13.8583,,C,Pallas y Castello,,Pallas,Castello,163
1262,0,2,"Giles, Mr. Edgar",male,21.0,1,0,28133,11.5,,S,Giles,,Giles,,64
1263,1,1,"Wilson, Miss. Helen Alice",female,31.0,0,0,16966,134.5,E39 E41,C,Wilson,,Wilson,,0
1264,1,1,"Ismay, Mr. Joseph Bruce",male,49.0,0,0,112058,0.0,B52 B54 B56,S,Ismay,,Ismay,,131
1265,0,2,"Harbeck, Mr. William H",male,44.0,0,0,248746,13.0,,S,Harbeck,,Harbeck,,431
1266,1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54.0,1,1,33638,81.8583,A34,S,Dodge,Vidaver,Dodge,,116
1267,1,1,"Bowen, Miss. Grace Scott",female,45.0,0,0,PC 17608,262.375,,C,Bowen,,Bowen,,29
1268,0,3,"Kink, Miss. Maria",female,22.0,2,0,315152,8.6625,,S,Kink,,Kink,,39
1269,0,2,"Cotterill, Mr. Henry Harry""""",male,21.0,0,0,29107,11.5,,S,Cotterill,,Cotterill,,432
1270,0,1,"Hipkins, Mr. William Edward",male,55.0,0,0,680,50.0,C39,S,Hipkins,,Hipkins,,324
1271,0,3,"Asplund, Master. Carl Edgar",male,5.0,4,2,347077,31.3875,,S,Asplund,,Asplund,,5
1272,0,3,"O'Connor, Mr. Patrick",male,,0,0,366713,7.75,,Q,O'Connor,,O'Connor,,221
1273,0,3,"Foley, Mr. Joseph",male,26.0,0,0,330910,7.8792,,Q,Foley,,Foley,,233
1274,0,3,"Risien, Mrs. Samuel (Emma)",female,,0,0,364498,14.5,,S,Risien,,Risien,,583
1275,0,3,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19.0,1,0,376566,16.1,,S,McNamee,,McNamee,,632
1276,0,2,"Wheeler, Mr. Edwin Frederick""""",male,,0,0,SC/PARIS 2159,12.875,,S,Wheeler,,Wheeler,,433
1277,1,2,"Herman, Miss. Kate",female,24.0,1,2,220845,65.0,,S,Herman,,Herman,,57
1278,0,3,"Aronsson, Mr. Ernst Axel Algot",male,24.0,0,0,349911,7.775,,S,Aronsson,,Aronsson,,759
1279,0,2,"Ashby, Mr. John",male,57.0,0,0,244346,13.0,,S,Ashby,,Ashby,,434
1280,0,3,"Canavan, Mr. Patrick",male,21.0,0,0,364858,7.75,,Q,Canavan,,Canavan,,224
1281,0,3,"Palsson, Master. Paul Folke",male,6.0,3,1,349909,21.075,,S,Palsson,,Palsson,,70
1282,0,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S,Payne,,Payne,,0
1283,1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,51.0,0,1,PC 17592,39.4,D28,S,Lines,James,Lines,,117
1284,0,3,"Abbott, Master. Eugene Joseph",male,13.0,0,2,C.A. 2673,20.25,,S,Abbott,,Abbott,,178
1285,0,2,"Gilbert, Mr. William",male,47.0,0,0,C.A. 30769,10.5,,S,Gilbert,,Gilbert,,435
1286,1,3,"Kink-Heilmann, Mr. Anton",male,29.0,3,1,315153,22.025,,S,Kink-Heilmann,,Kink,Heilmann,39
1287,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18.0,1,0,13695,60.0,C31,S,Smith,Hughes,Smith,,32
1288,0,3,"Colbert, Mr. Patrick",male,24.0,0,0,371109,7.25,,Q,Colbert,,Colbert,,760
1289,1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48.0,1,1,13567,79.2,B41,C,Frolicher-Stehli,Stehli,Frolicher,Stehli,53
1290,0,3,"Larsson-Rondberg, Mr. Edvard A",male,22.0,0,0,347065,7.775,,S,Larsson-Rondberg,,Larsson,Rondberg,16
1291,0,3,"Conlon, Mr. Thomas Henry",male,31.0,0,0,21332,7.7333,,Q,Conlon,,Conlon,,761
1292,1,1,"Bonnell, Miss. Caroline",female,30.0,0,0,36928,164.8667,C7,S,Bonnell,,Bonnell,,28
1293,0,2,"Gale, Mr. Harry",male,38.0,1,0,28664,21.0,,S,Gale,,Gale,,365
1294,1,1,"Gibson, Miss. Dorothy Winifred",female,22.0,0,1,112378,59.4,,C,Gibson,,Gibson,,115
1295,0,1,"Carrau, Mr. Jose Pedro",male,17.0,0,0,113059,47.1,,S,Carrau,,Carrau,,243
1296,1,1,"Frauenthal, Mr. Isaac Gerald",male,43.0,1,0,17765,27.7208,D40,C,Frauenthal,,Frauenthal,,47
1297,1,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",male,20.0,0,0,SC/PARIS 2166,13.8625,D38,C,Nourney,,Nourney,,436
1298,0,2,"Ware, Mr. William Jeffery",male,23.0,1,0,28666,10.5,,S,Ware,,Ware,,60
1299,0,1,"Widener, Mr. George Dunton",male,50.0,1,1,113503,211.5,C80,C,Widener,,Widener,,31
1300,1,3,"Riordan, Miss. Johanna Hannah""""",female,,0,0,334915,7.7208,,Q,Riordan,,Riordan,,762
1301,0,3,"Peacock, Miss. Treasteall",female,3.0,1,1,SOTON/O.Q. 3101315,13.775,,S,Peacock,,Peacock,,197
1302,0,3,"Naughton, Miss. Hannah",female,,0,0,365237,7.75,,Q,Naughton,,Naughton,,763
1303,1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,37.0,1,0,19928,90.0,C78,Q,Minahan,Thorpe,Minahan,,118
1304,0,3,"Henriksson, Miss. Jenny Lovisa",female,28.0,0,0,347086,7.775,,S,Henriksson,,Henriksson,,764
1305,0,3,"Spector, Mr. Woolf",male,,0,0,A.5. 3236,8.05,,S,Spector,,Spector,,765
1306,1,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0,0,PC 17758,108.9,C105,C,Oliva y Ocana,,Oliva,Ocana,17
1307,0,3,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,S,Saether,,Saether,,766
1308,0,3,"Ware, Mr. Frederick",male,,0,0,359309,8.05,,S,Ware,,Ware,,767
1309,1,3,"Peter, Master. Michael J",male,,1,1,2668,22.3583,,C,Peter,,Peter,,184
